timestamp,outboundMessageRate,pendingMessageSize,outboundMessageCount,inboundMessageRate,inboundMessageCount,pendingMessageCount,producerCount,consumerCount,topicCount,queueCount,connectionCount,sessionCount,msgMem,diskWriteRate,syncDBSize,durableCount,diskReadRate,asyncDBSize,msgMemPooled,inboundBytesRate,diskReadOperationsRate,routeRecoverCount,outboundBytesRate,diskWriteOperationsRate,RespTime
Sun Nov 23 20:35:38 898 IST 2025,528,0,0,0,0,530,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,4
Sun Nov 23 20:36:08 908 IST 2025,535,0,0,0,0,537,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:36:38 914 IST 2025,541,0,0,0,0,543,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:37:08 916 IST 2025,548,0,0,0,0,550,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:37:38 920 IST 2025,555,0,0,0,0,557,9,8,4,5,0,0,18,5,0,30877,2048,2560,148,0,0,93,0,53248,1
Sun Nov 23 20:38:08 926 IST 2025,562,0,0,0,0,564,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:38:38 934 IST 2025,569,0,0,0,0,571,9,8,4,5,0,0,18,5,0,30877,2048,2560,223,0,0,140,0,53248,1
Sun Nov 23 20:39:08 950 IST 2025,575,0,0,0,0,577,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:39:38 957 IST 2025,582,0,0,0,0,584,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:40:08 961 IST 2025,589,0,0,0,0,591,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:40:38 965 IST 2025,596,0,0,0,0,598,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:41:08 970 IST 2025,603,0,0,0,0,605,9,8,4,5,0,0,18,5,0,30877,2048,2560,223,0,0,140,0,53248,2
Sun Nov 23 20:41:38 978 IST 2025,610,0,0,0,0,612,9,8,4,5,0,0,18,5,0,30877,2048,2560,221,0,0,139,0,53248,2
Sun Nov 23 20:42:08 984 IST 2025,616,0,0,0,0,618,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:42:38 987 IST 2025,623,0,0,0,0,625,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:43:08 992 IST 2025,630,0,0,0,0,632,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:43:39 002 IST 2025,637,0,0,0,0,639,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,2
Sun Nov 23 20:44:09 006 IST 2025,644,0,0,0,0,646,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:44:39 015 IST 2025,651,0,0,0,0,653,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:45:09 028 IST 2025,657,0,0,0,0,659,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:45:39 044 IST 2025,664,0,0,0,0,666,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:46:09 055 IST 2025,671,0,0,0,0,673,9,8,4,5,0,0,18,5,0,30877,2048,2560,221,0,0,139,0,53248,1
Sun Nov 23 20:46:39 064 IST 2025,678,0,0,0,0,680,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,1
Sun Nov 23 20:47:09 080 IST 2025,685,0,0,0,0,687,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,1
Sun Nov 23 20:47:39 084 IST 2025,691,0,0,0,0,693,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:48:09 087 IST 2025,698,0,0,0,0,700,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:48:39 101 IST 2025,705,0,0,0,0,707,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:49:09 112 IST 2025,712,0,0,0,0,714,9,8,4,5,0,0,18,5,0,30877,2048,2560,147,0,0,93,0,53248,1
Sun Nov 23 20:49:39 129 IST 2025,719,0,0,0,0,721,9,8,4,5,0,0,18,5,0,30877,2048,2560,221,0,0,139,0,53248,2
Sun Nov 23 20:50:09 138 IST 2025,726,0,0,0,0,728,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:50:39 143 IST 2025,732,0,0,0,0,734,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:51:09 150 IST 2025,739,0,0,0,0,741,9,8,4,5,0,0,18,5,0,30877,2048,2560,148,0,0,93,0,53248,1
Sun Nov 23 20:51:39 166 IST 2025,746,0,0,0,0,748,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:52:09 172 IST 2025,753,0,0,0,0,755,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,1
Sun Nov 23 20:52:39 187 IST 2025,760,0,0,0,0,762,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:53:09 206 IST 2025,766,0,0,0,0,768,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:53:39 210 IST 2025,773,0,0,0,0,775,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:54:09 214 IST 2025,780,0,0,0,0,782,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:54:39 222 IST 2025,787,0,0,0,0,789,9,8,4,5,0,0,18,5,0,30877,2048,2560,220,0,0,139,0,53248,2
Sun Nov 23 20:55:09 237 IST 2025,794,0,0,0,0,796,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,1
Sun Nov 23 20:55:39 241 IST 2025,801,0,0,0,0,803,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 20:56:09 256 IST 2025,807,0,0,0,0,809,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:56:39 264 IST 2025,814,0,0,0,0,816,9,8,4,5,0,0,18,5,0,30877,2048,2560,147,0,0,93,0,53248,1
Sun Nov 23 20:57:09 279 IST 2025,821,0,0,0,0,823,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:57:39 293 IST 2025,828,0,0,0,0,830,9,8,4,5,0,0,18,5,0,30877,2048,2560,222,0,0,140,0,53248,1
Sun Nov 23 20:58:09 306 IST 2025,835,0,0,0,0,837,9,8,4,5,0,0,18,5,0,30877,2048,2560,221,0,0,139,0,53248,1
Sun Nov 23 20:58:39 311 IST 2025,841,0,0,0,0,843,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:59:09 328 IST 2025,848,0,0,0,0,850,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 20:59:39 332 IST 2025,855,0,0,0,0,857,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 21:00:09 346 IST 2025,862,0,0,0,0,864,9,8,4,5,0,0,18,5,0,30877,2048,2560,221,0,0,139,0,53248,1
Sun Nov 23 21:00:39 360 IST 2025,869,0,0,0,0,871,9,8,4,5,0,0,18,5,0,30877,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 21:01:09 374 IST 2025,878,0,0,0,0,880,10,8,4,6,0,0,20,5,0,30842,2048,2560,0,0,0,0,0,53248,2
Sun Nov 23 21:01:39 389 IST 2025,884,0,0,0,0,886,10,8,4,6,0,0,20,5,0,30842,2048,2560,0,0,0,0,0,53248,1
Sun Nov 23 21:02:09 400 IST 2025,892,0,0,0,0,897,11,8,4,6,0,0,21,5,0,31672,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:02:39 417 IST 2025,899,0,0,0,0,904,11,8,4,6,0,0,21,5,0,31672,2048,3072,222,0,0,140,0,53248,1
Sun Nov 23 21:03:09 422 IST 2025,907,0,0,0,0,915,12,8,4,6,0,0,22,5,0,31672,2048,3584,0,0,0,0,0,53248,1
Sun Nov 23 21:03:39 431 IST 2025,914,0,0,0,0,922,12,8,4,6,0,0,22,5,0,31672,2048,3584,221,0,0,139,0,53248,1
Sun Nov 23 21:04:09 448 IST 2025,920,0,0,0,0,931,10,8,4,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:04:39 460 IST 2025,922,0,0,0,0,933,10,8,4,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:05:09 476 IST 2025,924,0,0,0,0,935,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:05:39 486 IST 2025,926,0,0,0,0,937,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:06:09 491 IST 2025,928,0,0,0,0,939,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:06:39 506 IST 2025,930,0,0,0,0,941,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:07:09 515 IST 2025,932,0,0,0,0,943,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:07:39 533 IST 2025,934,0,0,0,0,945,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:08:09 551 IST 2025,936,0,0,0,0,947,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,4
Sun Nov 23 21:08:39 568 IST 2025,938,0,0,0,0,949,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:09:09 572 IST 2025,940,0,0,0,0,951,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:09:39 591 IST 2025,942,0,0,0,0,953,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:10:09 607 IST 2025,944,0,0,0,0,955,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:10:39 619 IST 2025,946,0,0,0,0,957,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:11:09 629 IST 2025,948,0,0,0,0,959,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:11:39 641 IST 2025,950,0,0,0,0,961,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:12:09 654 IST 2025,952,0,0,0,0,963,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:12:39 672 IST 2025,954,0,0,0,0,965,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:13:09 686 IST 2025,956,0,0,0,0,967,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:13:39 692 IST 2025,958,0,0,0,0,969,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:14:09 696 IST 2025,960,0,0,0,0,971,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:14:39 703 IST 2025,962,0,0,0,0,973,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:15:09 719 IST 2025,964,0,0,0,0,975,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:15:39 727 IST 2025,966,0,0,0,0,977,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:16:09 735 IST 2025,968,0,0,0,0,979,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:16:39 751 IST 2025,970,0,0,0,0,981,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:17:09 756 IST 2025,972,0,0,0,0,983,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:17:39 760 IST 2025,974,0,0,0,0,985,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:18:09 766 IST 2025,976,0,0,0,0,987,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:18:39 773 IST 2025,978,0,0,0,0,989,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:19:09 782 IST 2025,980,0,0,0,0,991,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:19:39 798 IST 2025,982,0,0,0,0,993,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:20:09 802 IST 2025,984,0,0,0,0,995,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:20:39 814 IST 2025,986,0,0,0,0,997,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:21:09 831 IST 2025,988,0,0,0,0,999,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:21:39 840 IST 2025,990,0,0,0,0,1001,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:22:09 849 IST 2025,992,0,0,0,0,1003,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:22:39 863 IST 2025,994,0,0,0,0,1005,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:23:09 869 IST 2025,996,0,0,0,0,1007,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:23:39 876 IST 2025,998,0,0,0,0,1009,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:24:09 887 IST 2025,1000,0,0,0,0,1011,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:24:39 902 IST 2025,1002,0,0,0,0,1013,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:25:09 912 IST 2025,1004,0,0,0,0,1015,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:25:39 926 IST 2025,1006,0,0,0,0,1017,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:26:09 932 IST 2025,1008,0,0,0,0,1019,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:26:39 947 IST 2025,1010,0,0,0,0,1021,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,0
Sun Nov 23 21:27:09 955 IST 2025,1012,0,0,0,0,1023,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:27:39 963 IST 2025,1014,0,0,0,0,1025,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:28:09 979 IST 2025,1016,0,0,0,0,1027,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:28:39 995 IST 2025,1018,0,0,0,0,1029,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:29:10 013 IST 2025,1020,0,0,0,0,1031,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:29:40 016 IST 2025,1022,0,0,0,0,1033,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:30:10 023 IST 2025,1024,0,0,0,0,1035,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:30:40 032 IST 2025,1026,0,0,0,0,1037,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:31:10 042 IST 2025,1028,0,0,0,0,1039,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:31:40 052 IST 2025,1030,0,0,0,0,1041,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:32:10 058 IST 2025,1032,0,0,0,0,1043,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:32:40 067 IST 2025,1034,0,0,0,0,1045,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:33:10 077 IST 2025,1036,0,0,0,0,1047,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:33:40 088 IST 2025,1038,0,0,0,0,1049,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:34:10 102 IST 2025,1040,0,0,0,0,1051,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:34:40 106 IST 2025,1042,0,0,0,0,1053,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,3
Sun Nov 23 21:35:10 115 IST 2025,1044,0,0,0,0,1055,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:35:40 120 IST 2025,1046,0,0,0,0,1057,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:36:10 135 IST 2025,1048,0,0,0,0,1059,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,0
Sun Nov 23 21:36:40 144 IST 2025,1050,0,0,0,0,1061,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:37:10 150 IST 2025,1052,0,0,0,0,1063,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:37:40 161 IST 2025,1054,0,0,0,0,1065,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:38:10 177 IST 2025,1056,0,0,0,0,1067,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,0
Sun Nov 23 21:38:40 190 IST 2025,1058,0,0,0,0,1069,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:39:10 202 IST 2025,1060,0,0,0,0,1071,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:39:40 210 IST 2025,1062,0,0,0,0,1073,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:40:10 226 IST 2025,1064,0,0,0,0,1075,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:40:40 230 IST 2025,1066,0,0,0,0,1077,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:41:10 239 IST 2025,1068,0,0,0,0,1079,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:41:40 243 IST 2025,1070,0,0,0,0,1081,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:42:10 250 IST 2025,1072,0,0,0,0,1083,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:42:40 267 IST 2025,1074,0,0,0,0,1085,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:43:10 284 IST 2025,1076,0,0,0,0,1087,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:43:40 295 IST 2025,1078,0,0,0,0,1089,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:44:10 310 IST 2025,1080,0,0,0,0,1091,10,8,3,4,0,0,19,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:44:40 320 IST 2025,1088,0,0,0,0,1099,12,8,3,4,0,0,22,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:45:10 334 IST 2025,1090,0,0,0,0,1101,11,8,3,4,0,0,21,4,0,26715,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:45:40 345 IST 2025,1096,0,0,0,0,1107,13,10,3,6,0,0,25,4,0,26616,2048,3584,0,0,0,0,0,53248,1
Sun Nov 23 21:46:10 357 IST 2025,1099,0,0,0,0,1110,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,3
Sun Nov 23 21:46:40 361 IST 2025,1101,0,0,0,0,1112,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:47:10 375 IST 2025,1103,0,0,0,0,1114,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:47:40 382 IST 2025,1105,0,0,0,0,1116,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:48:10 393 IST 2025,1107,0,0,0,0,1118,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,0
Sun Nov 23 21:48:40 410 IST 2025,1109,0,0,0,0,1120,14,9,3,5,0,0,25,4,0,26323,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:49:10 421 IST 2025,1111,0,0,0,0,1122,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 21:49:40 437 IST 2025,1113,0,0,0,0,1124,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:50:10 455 IST 2025,1115,0,0,0,0,1126,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:50:40 470 IST 2025,1117,0,0,0,0,1128,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,2
Sun Nov 23 21:51:10 474 IST 2025,1119,0,0,0,0,1130,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 22:13:29 376 IST 2025,1121,0,0,0,0,1132,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,1
Sun Nov 23 22:13:59 387 IST 2025,1123,0,0,0,0,1134,13,9,3,4,0,0,24,4,0,26323,2048,3072,0,0,0,0,0,53248,1
